,Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
95,16-May-94,,0.7236,,1534.28,,1.3755,415.9,8.6909,,6.5555,,31.37,,105.05,806.0,0.29809,2.6077,,3.27,0.5852,7.26,0.3845,,27.25,22418.0,3.64,,3.745,1.551,3.66,7.7852,1.4283,25.25,5.92234,3.671,1.5005,1.0,
96,17-May-94,,0.7261,,1560.16,,1.3788,415.9,8.6909,,6.544,,31.37,,104.7,806.3,0.29809,2.6175,,3.27,0.5856,7.26,0.3845,,27.25,22418.0,3.64,,3.745,1.5505,3.66,7.7781,1.4245,25.23,5.92669,3.671,1.5038,1.0,
97,18-May-94,,0.7309,,1586.48,,1.3776,415.9,8.6909,,6.5195,,31.37,,104.45,806.3,0.29809,2.616,,3.27,0.586,7.2125,0.3845,,27.25,22418.0,3.64,,3.745,1.5495,3.67,7.7781,1.4145,25.23,5.91313,3.671,1.5052,1.0,
98,19-May-94,,0.7283,,1613.26,,1.3739,415.9,8.6909,,6.4865,,31.37,,103.6,806.2,0.29809,2.595,,3.27,0.5865,7.1755,0.3845,,27.25,22418.0,3.64,,3.745,1.5403,3.67,7.6909,1.4095,25.2,5.91834,3.671,1.5077,1.0,
99,20-May-94,,0.729,,1640.47,,1.3765,415.9,8.6909,,6.4665,,31.37,,104.35,806.4,0.29809,2.598,,3.27,0.5865,7.1565,0.3845,,27.25,22418.0,3.64,,3.745,1.54,3.67,7.6908,1.4098,25.2,5.9164,3.671,1.5077,1.0,
100,23-May-94,,0.7311,,1668.15,,1.3765,415.9,8.6909,,6.4665,,31.37,,104.15,806.5,0.29809,2.5886,,3.27,0.5882,7.1565,0.3845,,27.25,22418.0,3.64,,3.745,1.5368,3.65,7.6908,1.4098,25.18,5.9164,3.671,1.508,1.0,
101,24-May-94,,0.7343,,1696.3,,1.3783,415.9,8.6909,,6.4545,,31.37,,104.35,806.1,0.29809,2.5886,,3.27,0.5882,7.141,0.3845,,27.25,22418.0,3.64,,3.745,1.5381,3.67,7.707,1.4085,25.18,5.91794,3.671,1.5044,1.0,
102,25-May-94,,0.7348,,1724.91,,1.3825,415.9,8.6909,,6.4745,,31.37,,104.65,806.2,0.29778,2.5886,,3.27,0.5882,7.1615,0.3845,,26.985,22418.0,3.64,,3.745,1.5381,3.67,7.7735,1.4132,25.21,5.92052,3.671,1.506,1.0,
103,26-May-94,,0.7331,,1754.01,,1.3858,415.9,8.6909,,6.437,,31.37,,104.35,806.5,0.29753,2.585,,3.27,0.5882,7.1195,0.3845,,26.985,22418.0,3.64,,3.745,1.534,3.65,7.7507,1.402,25.2,5.9239,3.671,1.5082,1.0,
104,27-May-94,,0.733,,1754.01,,1.3865,415.9,8.6909,,6.4495,,31.37,,104.55,806.6,0.29753,2.5875,,3.27,0.5891,7.133,0.3845,,26.985,22418.0,3.64,,3.745,1.5372,3.64,7.7323,1.407,25.21,5.91803,3.671,1.5085,1.0,
105,30-May-94,,0.7341,,1844.03,,1.3855,415.9,8.6909,,6.4445,,31.37,,104.4,806.6,0.29753,2.579,,3.27,0.5888,7.1275,0.3845,,26.985,22418.0,3.64,,3.745,1.5345,3.64,7.7322,1.402,25.2,5.91871,3.671,1.5085,1.0,
106,31-May-94,,0.7361,,1843.85,,1.3847,412.43,8.7,,6.435,,31.37,,104.47,806.1,0.29753,2.579,,3.3225,0.5927,7.118,0.3845,,26.985,22555.0,3.64,,3.745,1.5327,3.64,7.7791,1.399,25.2,5.91723,3.671,1.5102,1.0,
107,1-Jun-94,,0.739,,1875.25,,1.3857,412.43,8.7,,6.4725,,31.37,,104.75,806.1,0.29763,2.5825,,3.3225,0.594,7.145,0.3845,,26.985,22555.0,3.64,,3.745,1.533,3.64,7.7791,1.4005,25.21,5.91094,3.671,1.5138,1.0,
108,2-Jun-94,,0.7381,,1875.25,,1.3848,412.43,8.7,,6.468,,31.38,,104.44,806.5,0.29763,2.5763,,3.3225,0.5935,7.139,0.3845,,26.985,22555.0,3.64,,3.745,1.5314,3.63,7.8663,1.4007,25.2,5.91094,3.671,1.5154,1.0,
109,3-Jun-94,,0.7368,,1908.1,,1.3828,412.43,8.7,,6.515,,31.37,,104.95,806.4,0.29763,2.589,,3.3225,0.5932,7.1955,0.3845,,26.985,22555.0,3.64,,3.745,1.5358,3.63,7.8961,1.41,25.22,5.91329,3.671,1.5057,1.0,
110,6-Jun-94,,0.7375,,1941.51,,1.3742,412.43,8.7,,6.55,,31.37,,105.33,806.3,0.2981,2.5887,,3.3225,0.5932,7.247,0.3845,,26.985,22555.0,3.64,,3.745,1.5378,3.62,7.9196,1.4175,25.25,5.9199,3.671,1.5074,1.0,
111,7-Jun-94,,0.7343,,1975.49,,1.3706,412.43,8.7,,6.541,,31.37,,105.2,806.3,0.2981,2.59225,,3.3225,0.5915,7.238,0.3845,,26.985,22555.0,3.64,,3.745,1.532,3.62,7.9316,1.416,25.25,5.91278,3.671,1.5048,1.0,
112,8-Jun-94,,0.7345,,2010.07,,1.3753,412.43,8.7,,6.5195,,31.37,,104.33,806.4,0.29781,2.598,,3.3225,0.5906,7.2155,0.3845,,26.985,22555.0,3.64,,3.745,1.5326,3.62,7.93,1.4112,25.22,5.91501,3.671,1.5097,1.0,
113,9-Jun-94,,0.7346,,2045.69,,1.3739,412.43,8.7,,6.521,,31.37,,104.12,806.3,0.29781,2.5905,,3.3225,0.5891,7.233,0.3845,,26.985,22555.0,3.64,,3.745,1.5335,3.62,7.9256,1.4135,25.21,5.9038,3.671,1.5077,1.0,
114,10-Jun-94,,0.7344,,2081.97,,1.3745,412.43,8.7,,6.513,,31.37,,104.1,806.3,0.29781,2.596,,3.3225,0.5893,7.228,0.3845,,26.985,22555.0,3.64,,3.745,1.5347,3.62,7.9147,1.4107,25.21,5.90833,3.671,1.5052,1.0,
115,13-Jun-94,,0.7344,,2119.18,,1.3808,412.43,8.7,,6.4735,,31.37,,103.66,806.3,0.2976,2.5938,,3.3225,0.59,7.181,0.3845,,26.985,22555.0,3.64,,3.745,1.5321,3.62,7.903,1.4005,25.19,5.89619,3.671,1.5137,1.0,
116,14-Jun-94,,0.7348,,2157.17,,1.3854,412.43,8.7,,6.4345,,31.37,,103.1,806.7,0.29739,2.592,,3.3225,0.5897,7.1325,0.3845,,26.985,22555.0,3.64,,3.745,1.5313,3.62,7.9102,1.3845,25.16,5.90838,3.671,1.5202,1.0,
117,15-Jun-94,,0.7304,,2195.97,,1.3889,412.43,8.7,,6.4245,,31.37,,103.0,807.0,0.29719,2.595,,3.3225,0.5871,7.127,0.3845,,26.985,22555.0,3.64,,3.745,1.5322,3.62,7.8979,1.3825,25.16,5.89232,3.671,1.5207,1.0,
118,16-Jun-94,,0.7268,,2195.97,,1.3921,412.43,8.7,,6.385,,31.37,,102.95,806.8,0.29701,2.597,,3.3225,0.5875,7.082,0.3845,,26.985,22555.0,3.64,,3.745,1.5323,3.63,7.8875,1.3695,25.14,5.89295,3.671,1.5216,1.0,
119,17-Jun-94,,0.7324,,2276.41,,1.392,412.43,8.7,,6.415,,31.37,,103.35,806.3,0.29701,2.5945,,3.3225,0.5902,7.1175,0.3845,,26.985,22555.0,3.64,,3.745,1.5327,3.65,7.8804,1.3775,25.16,5.89611,3.671,1.5173,1.0,
120,20-Jun-94,,0.7402,,2318.11,,1.3939,412.43,8.7,,6.3245,,31.37,,102.65,806.8,0.29649,2.594,,3.3225,0.5942,7.0025,0.3845,,26.985,22555.0,3.64,,3.745,1.5294,3.64,7.7843,1.348,25.12,5.89611,3.671,1.5373,1.0,
121,21-Jun-94,,0.7397,,2318.11,,1.3898,412.43,8.7,,6.284,,31.37,,102.05,808.5,0.29625,2.5935,,3.3225,0.5938,6.9585,0.3845,,26.985,22555.0,3.64,,3.745,1.5281,3.66,7.7144,1.353,25.09,5.92386,3.671,1.538,1.0,
122,22-Jun-94,,0.7445,,2405.63,,1.3846,412.43,8.7,,6.277,,31.37,,101.15,808.9,0.29625,2.5905,,3.3225,0.5938,6.9525,0.3845,,26.985,22555.0,3.64,,3.745,1.5277,3.65,7.6843,1.3462,25.05,5.89135,3.671,1.5366,1.0,
123,23-Jun-94,,0.7331,,2405.63,,1.385,412.43,8.7,,6.306,,31.37,,101.45,801.0,0.29625,2.586,,3.3225,0.5921,6.9875,0.3845,,26.985,22555.0,3.64,,3.745,1.5285,3.61,7.6975,1.3538,25.09,5.87315,3.671,1.5308,1.0,
124,24-Jun-94,,0.7313,,2498.77,,1.3895,412.43,8.7,,6.2575,,31.37,,101.1,806.2,0.29625,2.5875,,3.3225,0.59,6.9325,0.3845,,26.985,22555.0,3.64,,3.745,1.5272,3.62,7.6975,1.337,25.07,5.86101,3.671,1.5464,1.0,
125,27-Jun-94,,0.721,,2546.88,,1.3871,412.43,8.7,,6.207,,31.37,,100.0,806.4,0.29553,2.589,,3.3225,0.588,6.88,0.3845,,26.985,22555.0,3.64,,3.745,1.5243,3.61,7.6188,1.3245,25.03,5.86493,3.671,1.5568,1.0,
126,28-Jun-94,,0.7248,,2596.28,,1.3862,412.43,8.7,,6.2235,,31.37,,100.0,807.2,0.29565,2.5993,,3.3225,0.5927,6.9045,0.3845,,26.985,22555.0,3.64,,3.745,1.525,3.64,7.6165,1.3358,25.03,5.88225,3.671,1.5454,1.0,
127,29-Jun-94,,0.7221,,2646.98,,1.3838,412.43,8.7,,6.198,,31.37,,99.2,806.4,0.29565,2.5998,,3.3225,0.5925,6.8755,0.3845,,26.985,22555.0,3.64,,3.745,1.5237,3.64,7.5932,1.332,25.0,5.866,3.671,1.5488,1.0,
128,30-Jun-94,,0.7291,,2698.0,,1.3823,409.6,8.679,,6.27,,31.37,,99.05,805.5,0.29533,2.6027,,3.3875,0.5943,6.9635,0.3845,,26.91,22450.0,3.64,,3.745,1.524,3.65,7.69,1.3445,24.99,5.8604,3.671,1.5402,1.0,
129,1-Jul-94,,0.7291,,2612.5,,1.3823,409.6,8.679,,6.2945,,31.37,,97.9,805.1,0.29533,2.604,,3.3875,0.5974,7.0045,0.3845,,26.91,22450.0,3.64,,3.745,1.5235,3.65,7.9462,1.3435,24.99,5.871,3.671,1.5332,1.0,
130,4-Jul-94,,0.7291,,0.9,,1.3823,409.6,8.679,,6.2675,,31.37,,98.5,805.1,0.29563,2.605,,3.3875,0.597,6.9745,0.3845,,26.91,22450.0,3.64,,3.745,1.5235,3.66,7.8708,1.3405,24.99,5.8566,3.671,1.5385,1.0,
131,5-Jul-94,,0.7305,,0.935,,1.3889,409.6,8.679,,6.241,,31.37,,99.3,806.3,0.29594,2.6048,,3.3875,0.5963,6.949,0.3845,,26.91,22450.0,3.64,,3.745,1.5228,3.66,7.8244,1.3345,25.01,5.8542,3.671,1.543,1.0,
132,6-Jul-94,,0.7241,,0.927,,1.3845,409.6,8.679,,6.191,,31.37,,98.75,806.5,0.29551,2.604,,3.3875,0.594,6.903,0.3845,,26.91,22450.0,3.64,,3.745,1.5211,3.66,7.8458,1.3235,24.99,5.8431,3.671,1.5438,1.0,
133,7-Jul-94,,0.7317,,0.91,,1.3883,409.6,8.679,,6.205,,31.37,,99.0,805.7,0.29572,2.5995,,3.3875,0.5992,6.9215,0.3845,,26.91,22450.0,3.64,,3.745,1.5205,3.67,7.866,1.33,25.0,5.8489,3.671,1.5415,1.0,
134,8-Jul-94,,0.7276,,0.905,,1.39,409.6,8.679,,6.1875,,31.37,,98.45,805.9,0.29572,2.5975,,3.3875,0.6006,6.9055,0.3845,,26.91,22450.0,3.64,,3.745,1.5208,3.68,7.8242,1.3235,24.98,5.851,3.671,1.5417,1.0,
135,11-Jul-94,,0.7276,,0.915,,1.3907,409.6,8.679,,6.1125,,31.37,,98.3,805.6,0.29512,2.5955,,3.3875,0.6045,6.8195,0.3845,,26.91,22450.0,3.64,,3.745,1.5182,3.65,7.8242,1.305,24.95,5.8714,3.671,1.5592,1.0,
136,12-Jul-94,,0.7364,,0.92,,1.3836,409.6,8.679,,6.008,,31.37,,97.3,805.8,0.29476,2.5863,,3.3875,0.6055,6.7035,0.3845,,26.91,22450.0,3.64,,3.745,1.5107,3.64,7.5448,1.291,24.9,5.8683,3.671,1.5707,1.0,
137,13-Jul-94,,0.7365,,0.915,,1.3813,409.6,8.679,,6.0235,,31.37,,97.4,806.1,0.29505,2.5879,,3.3875,0.6054,6.723,0.3845,,26.91,22450.0,3.64,,3.745,1.5112,3.65,7.5373,1.2935,24.9,5.8912,3.671,1.569,1.0,
138,14-Jul-94,,0.734,,0.915,,1.3817,409.6,8.679,,6.0605,,31.37,,98.25,805.9,0.29571,2.5896,,3.3875,0.5987,6.7545,0.3845,,26.91,22450.0,3.64,,3.745,1.5119,3.66,7.6447,1.304,24.94,5.872,3.671,1.5628,1.0,
139,15-Jul-94,,0.7365,,0.92,,1.378,409.6,8.679,,6.104,,31.37,,98.25,806.4,0.29571,2.5915,,3.3875,0.5994,6.802,0.3845,,26.91,22450.0,3.64,,3.745,1.5145,3.66,7.7592,1.3113,24.96,5.8711,3.671,1.5572,1.0,
140,18-Jul-94,,0.7331,,0.93,,1.3776,409.6,8.679,,6.064,,31.37,,98.15,807.0,0.29571,2.5927,,3.3875,0.5985,6.7525,0.3845,,26.91,22450.0,3.64,,3.745,1.51,3.66,7.6835,1.302,24.95,5.9055,3.671,1.563,1.0,
141,19-Jul-94,,0.7316,,0.93,,1.3797,409.6,8.679,,6.0965,,31.37,,98.45,807.3,0.29605,2.5945,,3.3875,0.5973,6.7895,0.3845,,26.91,22450.0,3.64,,3.745,1.5103,3.67,7.7109,1.3095,24.96,5.886,3.671,1.562,1.0,
142,20-Jul-94,,0.7366,,0.93,,1.3813,409.6,8.679,,6.175,,31.37,,99.2,806.0,0.29685,2.5948,,3.3875,0.6013,6.873,0.3845,,26.91,22450.0,3.64,,3.745,1.5113,3.68,7.787,1.3335,24.99,5.8932,3.671,1.5435,1.0,
143,21-Jul-94,,0.7366,,0.928,,1.3783,409.6,8.679,,6.131,,31.37,,98.65,805.3,0.29686,2.5893,,3.3875,0.6036,6.816,0.3845,,26.91,22450.0,3.64,,3.745,1.5095,3.67,7.787,1.3167,24.98,5.8893,3.671,1.548,1.0,
144,22-Jul-94,,0.7381,,0.93,,1.3778,409.6,8.679,,6.25,,31.37,,99.15,805.1,0.29686,2.5915,,3.3875,0.6033,6.9505,0.3845,,26.91,22450.0,3.64,,3.745,1.5118,3.7,7.787,1.3482,25.02,5.8853,3.671,1.5247,1.0,
145,25-Jul-94,,0.7381,,0.934,,1.3784,409.6,8.679,,6.2425,,31.37,,98.5,803.9,0.29793,2.5887,,3.3875,0.604,6.93,0.3845,,26.91,22450.0,3.64,,3.745,1.5095,3.7,7.8516,1.3485,25.02,5.8799,3.671,1.5335,1.0,
146,26-Jul-94,,0.7381,,0.934,,1.3808,409.6,8.679,,6.2555,,31.37,,98.7,802.6,0.29793,2.5915,,3.3875,0.6045,6.941,0.3845,,26.91,22450.0,3.64,,3.745,1.5095,3.68,7.8137,1.3528,25.0,5.9115,3.671,1.5238,1.0,
147,27-Jul-94,,0.7381,,0.932,,1.3794,409.6,8.679,,6.212,,31.37,,98.05,802.6,0.29774,2.5908,,3.3875,0.6034,6.8925,0.3845,,26.91,22450.0,3.64,,3.745,1.5101,3.67,7.8137,1.339,24.98,5.8878,3.671,1.5297,1.0,
148,28-Jul-94,,0.7381,,0.934,,1.3805,409.6,8.679,,6.1825,,31.37,,98.45,802.4,0.29774,2.5925,,3.3875,0.6005,6.858,0.3845,,26.91,22450.0,3.64,,3.745,1.5096,3.68,7.8137,1.331,24.98,5.8918,3.671,1.5337,1.0,
149,29-Jul-94,,0.7393,,0.938,,1.3832,411.99,8.679,,6.2595,,31.38,,99.75,802.3,0.29774,2.5947,,3.3965,0.6015,6.945,0.3845,,26.301,22745.0,3.64,,3.745,1.5132,3.67,7.7827,1.3535,25.03,5.8882,3.671,1.5263,1.0,
150,1-Aug-94,,0.7379,,0.938,,1.3832,411.99,8.679,,6.19,,31.37,,98.75,802.6,0.29771,2.5932,,3.3965,0.6032,6.864,0.3845,,26.301,22745.0,3.64,,3.745,1.5075,3.65,7.723,1.3535,24.98,5.8882,3.671,1.5436,1.0,
151,2-Aug-94,,0.7377,,0.93,,1.3891,411.99,8.679,,6.2185,,31.37,,99.5,802.8,0.29787,2.5908,,3.3965,0.604,6.898,0.3845,,26.301,22745.0,3.64,,3.745,1.5074,3.65,7.7604,1.333,25.01,5.8844,3.671,1.541,1.0,
152,3-Aug-94,,0.7377,,0.918,,1.3881,411.99,8.679,,6.235,,31.37,,100.3,802.6,0.29817,2.585,,3.3965,0.6012,6.9255,0.3845,,26.301,22745.0,3.64,,3.745,1.5073,3.63,7.7365,1.3405,25.05,5.8953,3.671,1.535,1.0,
153,4-Aug-94,,0.7377,,0.908,,1.3866,411.99,8.679,,6.19,,31.37,,100.05,802.7,0.29795,2.573,,3.3965,0.6002,6.877,0.3845,,26.301,22745.0,3.64,,3.745,1.5075,3.62,7.7365,1.3305,25.04,5.8827,3.671,1.5412,1.0,
154,5-Aug-94,,0.7377,,0.908,,1.3877,411.99,8.679,,6.255,,31.37,,100.58,802.6,0.29795,2.5728,,3.3965,0.6045,6.945,0.3845,,26.301,22745.0,3.64,,3.745,1.5086,3.62,7.7901,1.3415,25.06,5.8635,3.671,1.5365,1.0,
155,8-Aug-94,,0.7423,,0.91,,1.3797,411.99,8.679,,6.2175,,31.37,,100.4,802.7,0.29805,2.5745,,3.3965,0.6047,6.9075,0.3845,,26.301,22745.0,3.64,,3.745,1.5066,3.61,7.7318,1.335,25.05,5.87,3.671,1.5421,1.0,
156,9-Aug-94,,0.7419,,0.904,,1.3744,411.99,8.679,,6.2475,,31.37,,101.4,803.7,0.29837,2.5815,,3.3965,0.6021,6.929,0.3845,,26.301,22745.0,3.64,,3.745,1.5066,3.61,7.7886,1.337,25.09,5.8835,3.671,1.5365,1.0,
157,10-Aug-94,,0.7412,,0.889,,1.3748,411.99,8.679,,6.226,,31.37,,101.2,804.8,0.29837,2.579,,3.3965,0.6006,6.9065,0.3845,,26.301,22745.0,3.64,,3.745,1.5063,3.61,7.7874,1.3271,25.08,5.877,3.671,1.538,1.0,
158,11-Aug-94,,0.7483,,0.89,,1.3777,411.99,8.679,,6.2535,,31.37,,101.3,804.6,0.29837,2.5645,,3.3965,0.6011,6.9325,0.3845,,26.301,22745.0,3.64,,3.745,1.5058,3.61,7.811,1.3365,25.09,5.9035,3.671,1.5375,1.0,
159,12-Aug-94,,0.7443,,0.892,,1.3816,411.99,8.679,,6.163,,31.38,,100.25,804.3,0.29837,2.5563,,3.3965,0.6012,6.8315,0.3845,,26.301,22745.0,3.64,,3.745,1.5058,3.59,7.7939,1.3043,25.09,5.8915,3.671,1.5478,1.0,
160,15-Aug-94,,0.7436,,0.904,,1.3799,411.99,8.679,,6.157,,31.38,,100.15,804.3,0.2976,2.5613,,3.3965,0.6043,6.8345,0.3845,,26.301,22745.0,3.64,,3.745,1.5068,3.58,7.7751,1.305,25.03,5.9022,3.671,1.544,1.0,
161,16-Aug-94,,0.7408,,0.899,,1.3794,411.99,8.679,,6.1815,,31.37,,100.17,805.8,0.2977,2.5575,,3.3965,0.6006,6.851,0.3845,,26.301,22745.0,3.64,,3.745,1.5066,3.58,7.7939,1.3065,25.03,5.8979,3.671,1.5392,1.0,
162,17-Aug-94,,0.7427,,0.894,,1.3766,411.99,8.679,,6.189,,31.37,,100.8,806.1,0.29799,2.5616,,3.3965,0.6005,6.8605,0.3845,,26.301,22745.0,3.64,,3.745,1.5071,3.59,7.8807,1.311,25.05,5.8621,3.671,1.5375,1.0,
163,18-Aug-94,,0.74,,0.899,,1.379,411.99,8.679,,6.1705,,31.37,,99.85,804.7,0.29757,2.5565,,3.3965,0.5988,6.836,0.3845,,26.301,22745.0,3.64,,3.745,1.5057,3.58,7.8839,1.3025,25.02,5.897,3.671,1.543,1.0,
164,19-Aug-94,,0.7404,,0.895,,1.3753,411.99,8.679,,6.1105,,31.37,,98.7,803.7,0.29757,2.554,,3.3965,0.601,6.78,0.3845,,26.301,22745.0,3.64,,3.745,1.5032,3.57,7.7284,1.2905,24.98,5.8859,3.671,1.5492,1.0,
165,22-Aug-94,,0.7384,,0.892,,1.3754,411.99,8.679,,6.075,,31.37,,98.35,804.3,0.29709,2.5495,,3.3965,0.5995,6.752,0.3845,,26.301,22745.0,3.64,,3.745,1.5015,3.58,7.5827,1.2938,24.97,5.8921,3.671,1.547,1.0,
166,23-Aug-94,,0.7354,,0.885,,1.3772,411.99,8.679,,6.0685,,31.37,,98.15,804.0,0.29684,2.5498,,3.3965,0.5996,6.7465,0.3845,,26.301,22745.0,3.64,,3.745,1.5009,3.58,7.58,1.2915,24.94,5.9231,3.671,1.554,1.0,
167,24-Aug-94,,0.7398,,0.885,,1.3743,411.99,8.679,,6.1235,,31.37,,97.7,803.6,0.29684,2.5505,,3.3965,0.6018,6.792,0.3845,,26.301,22745.0,3.64,,3.745,1.5006,3.58,7.6711,1.3,24.94,5.8805,3.671,1.5527,1.0,
168,25-Aug-94,,0.7418,,0.882,,1.3723,411.99,8.679,,6.14,,31.37,,99.2,802.5,0.29767,2.55,,3.3965,0.6023,6.804,0.3845,,26.301,22745.0,3.64,,3.745,1.5008,3.58,7.6587,1.306,24.99,5.8998,3.671,1.5495,1.0,
169,26-Aug-94,,0.7423,,0.886,,1.3698,411.99,8.679,,6.1255,,31.37,,99.75,802.2,0.29767,2.547,,3.3965,0.6015,6.786,0.3845,,26.301,22745.0,3.64,,3.745,1.4996,3.58,7.6173,1.3025,25.0,5.8949,3.671,1.554,1.0,
170,29-Aug-94,,0.7425,,0.886,,1.369,411.99,8.679,,6.2305,,31.37,,100.4,802.1,0.2983,2.5515,,3.3965,0.603,6.9055,0.3845,,26.301,22745.0,3.64,,3.745,1.5007,3.59,7.7242,1.3325,25.05,5.8851,3.671,1.554,1.0,
171,30-Aug-94,,0.7428,,0.894,,1.3672,411.99,8.679,,6.261,,31.38,,100.0,801.6,0.2983,2.553,,3.3965,0.6024,6.9385,0.3845,,26.301,22745.0,3.64,,3.745,1.5002,3.59,7.7494,1.335,25.04,5.8851,3.671,1.5345,1.0,
172,31-Aug-94,,0.7425,,0.885,,1.3711,411.99,8.679,,6.24,,31.37,,99.55,801.1,0.29817,2.5514,,3.3844,0.602,6.931,0.3845,,26.484,22984.3,3.64,,3.745,1.4998,3.59,7.7484,1.333,25.02,5.5721,3.671,1.534,1.0,
173,1-Sep-94,,0.7422,,0.887,,1.368,411.99,8.679,,6.237,,31.37,,100.15,800.5,0.29833,2.559,,3.3844,0.6025,6.9255,0.3845,,26.484,22984.3,3.64,,3.745,1.4998,3.59,7.7319,1.329,25.05,5.8714,3.671,1.5365,1.0,
174,2-Sep-94,,0.7426,,0.883,,1.3664,411.99,8.679,,6.2165,,31.37,,99.7,800.5,0.29833,2.5535,,3.3844,0.6042,6.907,0.3845,,26.484,22984.3,3.64,,3.745,1.4997,3.58,7.7035,1.326,25.03,5.9007,3.671,1.5424,1.0,
175,5-Sep-94,,0.7395,,0.884,,1.3664,411.99,8.679,,6.1445,,31.37,,99.2,800.8,0.29771,2.5518,,3.3844,0.6037,6.8295,0.3845,,26.484,22984.3,3.64,,3.745,1.4995,3.57,7.6819,1.3085,25.0,5.8686,3.671,1.548,1.0,
176,6-Sep-94,,0.7408,,0.89,,1.3679,411.99,8.679,,6.1165,,31.37,,98.9,801.2,0.29771,2.5505,,3.3844,0.6033,6.7945,0.3845,,26.484,22984.3,3.64,,3.745,1.4995,3.57,7.6432,1.298,24.99,5.8795,3.671,1.547,1.0,
177,7-Sep-94,,0.7406,,0.89,,1.3682,411.99,8.679,,6.119,,31.37,,98.95,801.2,0.29753,2.553,,3.3844,0.604,6.7995,0.3845,,26.484,22984.3,3.64,,3.745,1.4998,3.57,7.6117,1.2905,24.98,5.9093,3.671,1.5492,1.0,
178,8-Sep-94,,0.7431,,0.884,,1.3708,411.99,8.679,,6.1325,,31.37,,99.35,801.5,0.29765,2.5558,,3.3844,0.6043,6.8175,0.3845,,26.484,22984.3,3.64,,3.745,1.5,3.56,7.6239,1.2985,25.0,5.8852,3.671,1.5455,1.0,
179,9-Sep-94,,0.7431,,0.879,,1.3673,411.99,8.679,,6.1635,,31.37,,99.55,801.3,0.29765,2.5581,,3.3844,0.6043,6.849,0.3845,,26.484,22984.3,3.64,,3.745,1.4992,3.56,7.6523,1.304,25.01,5.9012,3.671,1.5418,1.0,
180,12-Sep-94,,0.7428,,0.87,,1.366,411.99,8.679,,6.076,,31.37,,98.93,800.8,0.29727,2.5537,,3.3844,0.6024,6.762,0.3845,,26.484,22984.3,3.64,,3.745,1.4958,3.55,7.516,1.2805,24.98,5.8888,3.671,1.5598,1.0,
181,13-Sep-94,,0.7428,,0.851,,1.353,411.99,8.679,,6.0875,,31.37,,99.0,800.5,0.29727,2.554,,3.3844,0.6025,6.771,0.3845,,26.484,22984.3,3.64,,3.745,1.4902,3.55,7.4865,1.2875,24.98,5.8804,3.671,1.5685,1.0,
182,14-Sep-94,,0.7428,,0.858,,1.3511,411.99,8.679,,6.084,,31.37,,98.6,800.0,0.29727,2.552,,3.3844,0.603,6.7655,0.3845,,26.484,22984.3,3.64,,3.745,1.4883,3.55,7.5175,1.2805,24.96,5.8836,3.671,1.5677,1.0,
183,15-Sep-94,,0.7428,,0.853,,1.3538,411.99,8.679,,6.105,,31.38,,98.6,800.2,0.29742,2.5541,,3.3844,0.603,6.788,0.3845,,26.484,22984.3,3.64,,3.745,1.4892,3.56,7.5366,1.2805,24.98,5.8848,3.671,1.565,1.0,
184,16-Sep-94,,0.7428,,0.855,,1.3513,411.99,8.679,,6.1125,,31.37,,99.27,800.2,0.29742,2.5541,,3.3844,0.6035,6.799,0.3845,,26.484,22984.3,3.64,,3.745,1.4862,3.55,7.4919,1.287,24.98,5.8736,3.671,1.5663,1.0,
185,19-Sep-94,,0.7428,,0.855,,1.3513,411.99,8.679,,6.0965,,31.37,,98.65,800.2,0.29724,2.558,,3.3844,0.6031,6.7795,0.3845,,26.484,22984.3,3.64,,3.745,1.4815,3.55,7.4794,1.2825,24.96,5.8736,3.671,1.5747,1.0,
186,20-Sep-94,,0.7431,,0.852,,1.3438,411.99,8.679,,6.117,,31.37,,98.5,800.2,0.29745,2.5545,,3.3844,0.6034,6.8165,0.3845,,26.484,22984.3,3.64,,3.745,1.4805,3.54,7.4725,1.2875,24.96,5.8808,3.671,1.5715,1.0,
